"","gene","doid"
"17108","HGNC:11784","DOID:2452"
"17109","HGNC:14450","DOID:9970"
"17110","HGNC:6973","DOID:224"
"17111","HGNC:9237","DOID:10652"
"17112","HGNC:1613","DOID:332"
"17113","HGNC:2874","DOID:784"
"17114","HGNC:4661","DOID:1928"
"17115","HGNC:6899","DOID:10763"
"17116","HGNC:23537","DOID:9252"
"17117","HGNC:13312","DOID:1574"
"17118","HGNC:399","DOID:13603"
"17119","HGNC:5973","DOID:12351"
"17120","HGNC:4075","DOID:1827"
"17121","HGNC:450","DOID:0060285"
"17122","HGNC:30620","DOID:5082"
"17123","HGNC:3513","DOID:206"
"17124","HGNC:5465","DOID:0050741"
"17125","HGNC:11744","DOID:535"
"17126","HGNC:5438","DOID:1459"
"17127","HGNC:3146","DOID:6000"
"17128","HGNC:2625","DOID:1596"
"17129","HGNC:15868","DOID:0080181"
"17130","HGNC:2558","DOID:2527"
"17131","HGNC:12014","DOID:0080172"
"17132","HGNC:13273","DOID:0050328"
"17133","HGNC:5385","DOID:0050709"
"17134","HGNC:24649","DOID:10273"
"17135","HGNC:4910","DOID:10159"
"17136","HGNC:9385","DOID:0090101"
"17137","HGNC:9967","DOID:10487"
"17138","HGNC:11255","DOID:4306"
"17139","HGNC:2865","DOID:14448"
"17140","HGNC:25583","DOID:0110609"
"17141","HGNC:18863","DOID:10273"
"17142","HGNC:6015","DOID:2841"
"17143","HGNC:3754","DOID:0050454"
"17144","HGNC:1785","DOID:5223"
"17145","HGNC:6256","DOID:8466"
"17146","HGNC:6547","DOID:3345"
"17147","HGNC:6696","DOID:0060757"
"17148","HGNC:613","DOID:10976"
"17149","HGNC:20113","DOID:1289"
"17150","HGNC:7873","DOID:6432"
"17151","HGNC:3327","DOID:1929"
"17152","HGNC:3521","DOID:5614"
"17153","HGNC:12435","DOID:1686"
"17154","HGNC:19439","DOID:114"
"17155","HGNC:14929","DOID:3525"
"17156","HGNC:6407","DOID:0050469"
"17157","HGNC:11005","DOID:1459"
"17158","HGNC:11255","DOID:2921"
"17159","HGNC:7545","DOID:4971"
"17160","HGNC:4440","DOID:2217"
"17161","HGNC:897","DOID:5199"
"17162","HGNC:869","DOID:0111196"
"17163","HGNC:11233","DOID:2476"
"17164","HGNC:7797","DOID:10763"
"17165","HGNC:11799","DOID:1094"
"17166","HGNC:7176","DOID:11446"
"17167","HGNC:2557","DOID:162"
"17168","HGNC:11892","DOID:8677"
"17169","HGNC:612","DOID:1824"
"17170","HGNC:3763","DOID:1612"
"17171","HGNC:11180","DOID:10763"
"17172","HGNC:11850","DOID:4989"
"17173","HGNC:1033","DOID:3525"
"17174","HGNC:11184","DOID:870"
"17175","HGNC:14103","DOID:0060041"
"17176","HGNC:8804","DOID:305"
"17177","HGNC:1583","DOID:10952"
"17178","HGNC:3688","DOID:10754"
"17179","HGNC:23059","DOID:3070"
"17180","HGNC:14896","DOID:0050882"
"17181","HGNC:270","DOID:3525"
"17182","HGNC:5026","DOID:0111099"
"17183","HGNC:5992","DOID:4989"
"17184","HGNC:620","DOID:10652"
"17185","HGNC:3146","DOID:10763"
"17186","HGNC:29175","DOID:9970"
"17187","HGNC:16877","DOID:1596"
"17188","HGNC:7713","DOID:2349"
"17189","HGNC:12674","DOID:8466"
"17190","HGNC:10618","DOID:2018"
"17191","HGNC:391","DOID:5844"
"17192","HGNC:14201","DOID:0050700"
"17193","HGNC:7866","DOID:0080171"
"17194","HGNC:11641","DOID:9352"
"17195","HGNC:16877","DOID:3770"
"17196","HGNC:15781","DOID:0050742"
"17197","HGNC:16873","DOID:0060202"
"17198","HGNC:1388","DOID:0050704"
"17199","HGNC:3024","DOID:10914"
"17200","HGNC:3661","DOID:484"
"17201","HGNC:9596","DOID:12930"
"17202","HGNC:10600","DOID:14452"
"17203","HGNC:4617","DOID:9352"
"17204","HGNC:6524","DOID:305"
"17205","HGNC:2653","DOID:13619"
"17206","HGNC:1388","DOID:0050753"
"17207","HGNC:12362","DOID:0110861"
"17208","HGNC:19191","DOID:9744"
"17209","HGNC:11231","DOID:0110791"
"17210","HGNC:5962","DOID:0050848"
"17211","HGNC:6115","DOID:2018"
"17212","HGNC:11805","DOID:0070354"
"17213","HGNC:3078","DOID:162"
"17214","HGNC:25801","DOID:0110986"
"17215","HGNC:7562","DOID:684"
"17216","HGNC:17451","DOID:3770"
"17217","HGNC:15480","DOID:0060690"
"17218","HGNC:42000","DOID:1059"
"17219","HGNC:28429","DOID:12858"
"17220","HGNC:11389","DOID:9970"
"17221","HGNC:11019","DOID:1459"
"17222","HGNC:393","DOID:14330"
"17223","HGNC:2192","DOID:699"
"17224","HGNC:9713","DOID:905"
"17225","HGNC:21539","DOID:83"
"17226","HGNC:992","DOID:3021"
"17227","HGNC:1570","DOID:9352"
"17228","HGNC:7876","DOID:5844"
"17229","HGNC:3701","DOID:684"
"17230","HGNC:13530","DOID:0050560"
"17231","HGNC:1912","DOID:0110671"
"17232","HGNC:9681","DOID:14227"
"17233","HGNC:9114","DOID:0050570"
"17234","HGNC:8032","DOID:1094"
"17235","HGNC:1965","DOID:3635"
"17236","HGNC:7853","DOID:10908"
"17237","HGNC:20188","DOID:0110612"
"17238","HGNC:12886","DOID:332"
"17239","HGNC:11509","DOID:439"
"17240","HGNC:24502","DOID:0070293"
"17241","HGNC:18060","DOID:0050709"
"17242","HGNC:3086","DOID:0060770"
"17243","HGNC:2592","DOID:10763"
"17244","HGNC:16400","DOID:12351"
"17245","HGNC:1955","DOID:3635"
"17246","HGNC:7646","DOID:783"
"17247","HGNC:7672","DOID:1459"
"17248","HGNC:12523","DOID:2841"
"17249","HGNC:7876","DOID:10762"
"17250","HGNC:6917","DOID:224"
"17251","HGNC:4849","DOID:8986"
"17252","HGNC:20606","DOID:0110861"
"17253","HGNC:18254","DOID:3620"
"17254","HGNC:32523","DOID:3265"
"17255","HGNC:8620","DOID:14692"
"17256","HGNC:3542","DOID:2237"
"17257","HGNC:23204","DOID:1184"
"17258","HGNC:3529","DOID:2229"
"17259","HGNC:4284","DOID:12577"
"17260","HGNC:18423","DOID:2234"
"17261","HGNC:6636","DOID:11726"
"17262","HGNC:3330","DOID:2490"
"17263","HGNC:11427","DOID:0080029"
"17264","HGNC:15476","DOID:3525"
"17265","HGNC:11429","DOID:0110924"
"17266","HGNC:6554","DOID:10603"
"17267","HGNC:7797","DOID:854"
"17268","HGNC:7453","DOID:14717"
"17269","HGNC:6554","DOID:10591"
"17270","HGNC:3309","DOID:224"
"17271","HGNC:4624","DOID:12858"
"17272","HGNC:12363","DOID:4450"
"17273","HGNC:14287","DOID:0060041"
"17274","HGNC:5438","DOID:11121"
"17275","HGNC:24066","DOID:4780"
"17276","HGNC:1318","DOID:2316"
"17277","HGNC:1631","DOID:13141"
"17278","HGNC:22962","DOID:9970"
"17279","HGNC:2097","DOID:1591"
"17280","HGNC:10807","DOID:0110436"
"17281","HGNC:5318","DOID:4947"
"17282","HGNC:1606","DOID:3393"
"17283","HGNC:17019","DOID:3328"
"17284","HGNC:3603","DOID:0050475"
"17285","HGNC:3176","DOID:6432"
"17286","HGNC:29602","DOID:874"
"17287","HGNC:3527","DOID:289"
"17288","HGNC:16505","DOID:557"
"17289","HGNC:936","DOID:9352"
"17290","HGNC:31792","DOID:1059"
"17291","HGNC:6218","DOID:1826"
"17292","HGNC:9314","DOID:557"
"17293","HGNC:25660","DOID:12712"
"17294","HGNC:17311","DOID:2531"
"17295","HGNC:9604","DOID:0080322"
"17296","HGNC:26837","DOID:0060886"
"17297","HGNC:14637","DOID:0060713"
"17298","HGNC:17760","DOID:874"
"17299","HGNC:6349","DOID:224"
"17300","HGNC:24009","DOID:225"
"17301","HGNC:11359","DOID:9352"
"17302","HGNC:4223","DOID:1459"
"17303","HGNC:12805","DOID:8283"
"17304","HGNC:3661","DOID:11247"
"17305","HGNC:18318","DOID:2226"
"17306","HGNC:1349","DOID:0050908"
"17307","HGNC:904","DOID:162"
"17308","HGNC:4572","DOID:1289"
"17309","HGNC:541","DOID:1686"
"17310","HGNC:6192","DOID:12236"
"17311","HGNC:14064","DOID:14330"
"17312","HGNC:14073","DOID:1826"
"17313","HGNC:28887","DOID:0060688"
"17314","HGNC:7876","DOID:6432"
"17315","HGNC:664","DOID:3021"
"17316","HGNC:11592","DOID:11198"
"17317","HGNC:7166","DOID:1936"
"17318","HGNC:28927","DOID:0110710"
"17319","HGNC:9236","DOID:9970"
"17320","HGNC:10802","DOID:12716"
"17321","HGNC:15924","DOID:10754"
"17322","HGNC:2433","DOID:0080006"
"17323","HGNC:4887","DOID:0111027"
"17324","HGNC:2528","DOID:2316"
"17325","HGNC:28122","DOID:305"
"17326","HGNC:9605","DOID:1324"
"17327","HGNC:3023","DOID:5425"
"17328","HGNC:9115","DOID:0050570"
"17329","HGNC:30620","DOID:4783"
"17330","HGNC:15868","DOID:0080181"
"17331","HGNC:6014","DOID:1561"
"17332","HGNC:6839","DOID:680"
"17333","HGNC:12335","DOID:0050742"
"17334","HGNC:6561","DOID:707"
"17335","HGNC:336","DOID:1312"
"17336","HGNC:5013","DOID:2352"
"17337","HGNC:13709","DOID:0060786"
"17338","HGNC:712","DOID:10762"
"17339","HGNC:4544","DOID:10763"
"17340","HGNC:10683","DOID:11984"
"17341","HGNC:1497","DOID:0060041"
"17342","HGNC:24626","DOID:3525"
"17343","HGNC:6598","DOID:162"
"17344","HGNC:25233","DOID:2476"
"17345","HGNC:31749","DOID:0050759"
"17346","HGNC:11967","DOID:11722"
"17347","HGNC:7996","DOID:2316"
"17348","HGNC:319","DOID:8398"
"17349","HGNC:12877","DOID:3911"
"17350","HGNC:4261","DOID:9744"
"17351","HGNC:2978","DOID:3525"
"17352","HGNC:9498","DOID:3211"
"17353","HGNC:2442","DOID:11476"
"17354","HGNC:11430","DOID:305"
"17355","HGNC:1346","DOID:10976"
"17356","HGNC:1392","DOID:0111181"
"17357","HGNC:11763","DOID:684"
"17358","HGNC:6256","DOID:0060484"
"17359","HGNC:9999","DOID:365"
"17360","HGNC:17563","DOID:5223"
"17361","HGNC:25238","DOID:225"
"17362","HGNC:10596","DOID:6000"
"17363","HGNC:6617","DOID:14497"
"17364","HGNC:6143","DOID:0050700"
"17365","HGNC:19006","DOID:14330"
"17366","HGNC:1940","DOID:9821"
"17367","HGNC:6482","DOID:0110636"
"17368","HGNC:3494","DOID:3312"
"17369","HGNC:2714","DOID:0050453"
"17370","HGNC:7981","DOID:0080855"
"17371","HGNC:12605","DOID:0110841"
"17372","HGNC:669","DOID:8577"
"17373","HGNC:28093","DOID:0110140"
"17374","HGNC:6155","DOID:552"
"17375","HGNC:4057","DOID:9281"
"17376","HGNC:3064","DOID:10762"
"17377","HGNC:668","DOID:1909"
"17378","HGNC:10380","DOID:1826"
"17379","HGNC:5141","DOID:1936"
"17380","HGNC:12516","DOID:12918"
"17381","HGNC:10702","DOID:0111401"
"17382","HGNC:10397","DOID:0060036"
"17383","HGNC:3023","DOID:1596"
"17384","HGNC:3309","DOID:14115"
"17385","HGNC:18153","DOID:9074"
"17386","HGNC:2067","DOID:423"
"17387","HGNC:533","DOID:13141"
"17388","HGNC:4632","DOID:0060041"
"17389","HGNC:5724","DOID:1574"
"17390","HGNC:2620","DOID:783"
"17391","HGNC:2707","DOID:2527"
"17392","HGNC:3435","DOID:11088"
"17393","HGNC:12373","DOID:7998"
"17394","HGNC:17327","DOID:1059"
"17395","HGNC:7782","DOID:9352"
"17396","HGNC:15511","DOID:0080074"
"17397","HGNC:8859","DOID:906"
"17398","HGNC:4173","DOID:5844"
"17399","HGNC:7553","DOID:684"
"17400","HGNC:20779","DOID:1059"
"17401","HGNC:9395","DOID:9970"
"17402","HGNC:11048","DOID:1596"
"17403","HGNC:7872","DOID:1875"
"17404","HGNC:9582","DOID:1227"
"17405","HGNC:4056","DOID:2749"
"17406","HGNC:7108","DOID:0060340"
"17407","HGNC:12648","DOID:332"
"17408","HGNC:11920","DOID:1936"
"17409","HGNC:7176","DOID:10808"
"17410","HGNC:9588","DOID:0080072"
"17411","HGNC:1929","DOID:10763"
"17412","HGNC:12693","DOID:11832"
"17413","HGNC:9802","DOID:1826"
"17414","HGNC:8079","DOID:0111790"
"17415","HGNC:20233","DOID:1184"
"17416","HGNC:26684","DOID:1572"
"17417","HGNC:11850","DOID:9675"
"17418","HGNC:12663","DOID:824"
"17419","HGNC:19338","DOID:0112221"
"17420","HGNC:9612","DOID:4780"
"17421","HGNC:16700","DOID:3827"
"17422","HGNC:2695","DOID:224"
"17423","HGNC:2707","DOID:3827"
"17424","HGNC:5344","DOID:4195"
"17425","HGNC:24844","DOID:14503"
"17426","HGNC:21168","DOID:14330"
"17427","HGNC:18445","DOID:162"
"17428","HGNC:6299","DOID:2843"
"17429","HGNC:16627","DOID:11054"
"17430","HGNC:6917","DOID:8456"
"17431","HGNC:10535","DOID:0060357"
"17432","HGNC:1851","DOID:12336"
"17433","HGNC:10817","DOID:9970"
"17434","HGNC:7173","DOID:219"
"17435","HGNC:17635","DOID:824"
"17436","HGNC:2388","DOID:9282"
"17437","HGNC:15925","DOID:0050629"
"17438","HGNC:3774","DOID:971"
"17439","HGNC:7872","DOID:10762"
"17440","HGNC:8000","DOID:11832"
"17441","HGNC:7873","DOID:607"
"17442","HGNC:6553","DOID:2913"
"17443","HGNC:28486","DOID:0110722"
"17444","HGNC:837","DOID:655"
"17445","HGNC:7029","DOID:824"
"17446","HGNC:2394","DOID:83"
"17447","HGNC:15825","DOID:162"
"17448","HGNC:10701","DOID:0070307"
"17449","HGNC:4604","DOID:1824"
"17450","HGNC:2204","DOID:423"
"17451","HGNC:694","DOID:0110415"
"17452","HGNC:12805","DOID:9970"
"17453","HGNC:636","DOID:1459"
"17454","HGNC:6297","DOID:10273"
"17455","HGNC:12784","DOID:0060254"
"17456","HGNC:6407","DOID:1324"
"17457","HGNC:959","DOID:10652"
"17458","HGNC:5217","DOID:10763"
"17459","HGNC:8596","DOID:1459"
"17460","HGNC:2202","DOID:0060263"
"17461","HGNC:2348","DOID:0050908"
"17462","HGNC:6824","DOID:1338"
"17463","HGNC:1689","DOID:5844"
"17464","HGNC:10564","DOID:0060041"
"17465","HGNC:19706","DOID:110"
"17466","HGNC:16466","DOID:2512"
"17467","HGNC:10420","DOID:0060036"
"17468","HGNC:2159","DOID:1824"
"17469","HGNC:11920","DOID:11446"
"17470","HGNC:8760","DOID:10591"
"17471","HGNC:25239","DOID:12798"
"17472","HGNC:1705","DOID:0050523"
"17473","HGNC:7963","DOID:0050651"
"17474","HGNC:4623","DOID:7998"
"17475","HGNC:4600","DOID:11832"
"17476","HGNC:7397","DOID:10584"
"17477","HGNC:6619","DOID:1184"
"17478","HGNC:11920","DOID:9282"
"17479","HGNC:11240","DOID:9970"
"17480","HGNC:1511","DOID:83"
"17481","HGNC:583","DOID:219"
"17482","HGNC:5105","DOID:1240"
"17483","HGNC:11097","DOID:331"
"17484","HGNC:10676","DOID:9352"
"17485","HGNC:7765","DOID:0111253"
"17486","HGNC:270","DOID:127"
"17487","HGNC:830","DOID:9352"
"17488","HGNC:4087","DOID:1826"
"17489","HGNC:2888","DOID:5419"
"17490","HGNC:14581","DOID:0080855"
"17491","HGNC:2594","DOID:11612"
"17492","HGNC:11571","DOID:9255"
"17493","HGNC:4883","DOID:10976"
"17494","HGNC:25686","DOID:12930"
"17495","HGNC:14685","DOID:224"
"17496","HGNC:16525","DOID:8466"
"17497","HGNC:9603","DOID:6432"
"17498","HGNC:8008","DOID:0060041"
"17499","HGNC:10619","DOID:2316"
"17500","HGNC:4468","DOID:3021"
"17501","HGNC:10982","DOID:4137"
"17502","HGNC:325","DOID:0111135"
"17503","HGNC:25973","DOID:8850"
"17504","HGNC:7448","DOID:10595"
"17505","HGNC:30272","DOID:8466"
"17506","HGNC:3467","DOID:1612"
"17507","HGNC:10658","DOID:9970"
"17508","HGNC:10961","DOID:2741"
"17509","HGNC:4385","DOID:1858"
"17510","HGNC:9202","DOID:0050588"
"17511","HGNC:30171","DOID:0111208"
"17512","HGNC:11329","DOID:8725"
"17513","HGNC:17109","DOID:0050475"
"17514","HGNC:9673","DOID:10763"
"17515","HGNC:4170","DOID:1596"
"17516","HGNC:4274","DOID:1591"
"17517","HGNC:24042","DOID:2394"
"17518","HGNC:1437","DOID:0080998"
"17519","HGNC:17842","DOID:3211"
"17520","HGNC:11368","DOID:2841"
"17521","HGNC:9726","DOID:2746"
"17522","HGNC:11408","DOID:162"
"17523","HGNC:8045","DOID:1826"
"17524","HGNC:5465","DOID:10286"
"17525","HGNC:15979","DOID:2998"
"17526","HGNC:1784","DOID:0060071"
"17527","HGNC:9588","DOID:162"
"17528","HGNC:12530","DOID:9352"
"17529","HGNC:188","DOID:10652"
"17530","HGNC:7224","DOID:0070329"
"17531","HGNC:5172","DOID:0110701"
"17532","HGNC:3520","DOID:5614"
"17533","HGNC:5024","DOID:1062"
"17534","HGNC:4198","DOID:11199"
"17535","HGNC:11390","DOID:1319"
"17536","HGNC:30213","DOID:0060556"
"17537","HGNC:9605","DOID:9206"
"17538","HGNC:17646","DOID:0060728"
"17539","HGNC:4330","DOID:14330"
"17540","HGNC:14542","DOID:4479"
"17541","HGNC:15881","DOID:896"
"17542","HGNC:13556","DOID:8466"
"17543","HGNC:8786","DOID:10584"
"17544","HGNC:10632","DOID:13976"
"17545","HGNC:485","DOID:8947"
"17546","HGNC:11393","DOID:1319"
"17547","HGNC:28380","DOID:12361"
"17548","HGNC:1774","DOID:1826"
"17549","HGNC:10618","DOID:2841"
"17550","HGNC:12680","DOID:219"
"17551","HGNC:3778","DOID:1591"
"17552","HGNC:8780","DOID:11077"
"17553","HGNC:17022","DOID:2223"
"17554","HGNC:5013","DOID:4724"
"17555","HGNC:8855","DOID:906"
"17556","HGNC:7883","DOID:162"
"17557","HGNC:12687","DOID:4467"
"17558","HGNC:5331","DOID:0060180"
"17559","HGNC:12791","DOID:5688"
"17560","HGNC:2441","DOID:0060872"
"17561","HGNC:9716","DOID:0080125"
"17562","HGNC:12401","DOID:3312"
"17563","HGNC:8824","DOID:0050831"
"17564","HGNC:6156","DOID:2921"
"17565","HGNC:3054","DOID:4154"
"17566","HGNC:4803","DOID:3146"
"17567","HGNC:7578","DOID:0050700"
"17568","HGNC:18590","DOID:0080208"
"17569","HGNC:19139","DOID:0050560"
"17570","HGNC:10432","DOID:3783"
"17571","HGNC:1455","DOID:0050731"
"17572","HGNC:10497","DOID:8893"
"17573","HGNC:6192","DOID:0080199"
"17574","HGNC:801","DOID:0060178"
"17575","HGNC:6553","DOID:14221"
"17576","HGNC:145","DOID:0110550"
"17577","HGNC:27067","DOID:1289"
"17578","HGNC:2495","DOID:1574"
"17579","HGNC:7876","DOID:0060180"
"17580","HGNC:6357","DOID:10763"
"17581","HGNC:186","DOID:8283"
"17582","HGNC:9416","DOID:0060340"
"17583","HGNC:6139","DOID:5844"
"17584","HGNC:16369","DOID:14330"
"17585","HGNC:5344","DOID:10591"
"17586","HGNC:4057","DOID:9970"
"17587","HGNC:7574","DOID:0111605"
"17588","HGNC:16902","DOID:0060041"
"17589","HGNC:6106","DOID:4928"
"17590","HGNC:11246","DOID:8893"
"17591","HGNC:3573","DOID:14221"
"17592","HGNC:7525","DOID:3635"
"17593","HGNC:19041","DOID:0050730"
"17594","HGNC:12496","DOID:1932"
"17595","HGNC:7534","DOID:14330"
"17596","HGNC:11773","DOID:557"
"17597","HGNC:16064","DOID:1289"
"17598","HGNC:469","DOID:0060264"
"17599","HGNC:1319","DOID:2841"
"17600","HGNC:320","DOID:10763"
"17601","HGNC:6839","DOID:1289"
"17602","HGNC:352","DOID:1824"
"17603","HGNC:9346","DOID:9074"
"17604","HGNC:3182","DOID:162"
"17605","HGNC:2499","DOID:10763"
"17606","HGNC:3689","DOID:10584"
"17607","HGNC:11092","DOID:4692"
"17608","HGNC:29331","DOID:10584"
"17609","HGNC:2355","DOID:3328"
"17610","HGNC:2651","DOID:13619"
"17611","HGNC:485","DOID:5844"
"17612","HGNC:28862","DOID:11725"
"17613","HGNC:5992","DOID:0060180"
"17614","HGNC:418","DOID:684"
"17615","HGNC:20771","DOID:0050997"
"17616","HGNC:20423","DOID:0110331"
"17617","HGNC:604","DOID:916"
"17618","HGNC:6996","DOID:1824"
"17619","HGNC:7097","DOID:0060180"
"17620","HGNC:1050","DOID:0060071"
"17621","HGNC:11138","DOID:14330"
"17622","HGNC:10618","DOID:8947"
"17623","HGNC:3226","DOID:14737"
"17624","HGNC:5472","DOID:1875"
"17625","HGNC:4284","DOID:13619"
"17626","HGNC:4010","DOID:0060198"
"17627","HGNC:14581","DOID:0060368"
"17628","HGNC:30866","DOID:305"
"17629","HGNC:7408","DOID:571"
"17630","HGNC:5212","DOID:9352"
"17631","HGNC:4853","DOID:11832"
"17632","HGNC:6218","DOID:0050989"
"17633","HGNC:16979","DOID:13603"
"17634","HGNC:2073","DOID:0110726"
"17635","HGNC:3097","DOID:9884"
"17636","HGNC:20575","DOID:0110861"
"17637","HGNC:26594","DOID:3635"
"17638","HGNC:470","DOID:0060264"
"17639","HGNC:10609","DOID:2527"
"17640","HGNC:3430","DOID:1574"
"17641","HGNC:2065","DOID:1574"
"17642","HGNC:2183","DOID:0111590"
"17643","HGNC:6018","DOID:6000"
"17644","HGNC:3025","DOID:0050742"
"17645","HGNC:12669","DOID:8466"
"17646","HGNC:1605","DOID:2841"
"17647","HGNC:11571","DOID:332"
"17648","HGNC:14902","DOID:8466"
"17649","HGNC:370","DOID:11446"
"17650","HGNC:14375","DOID:10241"
"17651","HGNC:7166","DOID:824"
"17652","HGNC:12767","DOID:0112103"
"17653","HGNC:11050","DOID:0080855"
"17654","HGNC:533","DOID:326"
"17655","HGNC:7882","DOID:299"
"17656","HGNC:242","DOID:2055"
"17657","HGNC:4405","DOID:9970"
"17658","HGNC:1787","DOID:4450"
"17659","HGNC:2279","DOID:890"
"17660","HGNC:14348","DOID:3525"
"17661","HGNC:13887","DOID:0080208"
"17662","HGNC:8614","DOID:11832"
"17663","HGNC:2478","DOID:0060713"
"17664","HGNC:30275","DOID:1826"
"17665","HGNC:14085","DOID:2476"
"17666","HGNC:29683","DOID:0060358"
"17667","HGNC:4819","DOID:9409"
"17668","HGNC:6091","DOID:9452"
"17669","HGNC:2631","DOID:1596"
"17670","HGNC:10683","DOID:0050773"
"17671","HGNC:13387","DOID:0110861"
"17672","HGNC:381","DOID:684"
"17673","HGNC:4910","DOID:0050852"
"17674","HGNC:10616","DOID:13139"
"17675","HGNC:6501","DOID:1561"
"17676","HGNC:5438","DOID:3070"
"17677","HGNC:10908","DOID:2316"
"17678","HGNC:6081","DOID:11717"
"17679","HGNC:11219","DOID:0050700"
"17680","HGNC:12680","DOID:1724"
"17681","HGNC:27405","DOID:0080200"
"17682","HGNC:40","DOID:783"
"17683","HGNC:11724","DOID:684"
"17684","HGNC:12440","DOID:2531"
"17685","HGNC:17760","DOID:2913"
"17686","HGNC:5320","DOID:6432"
"17687","HGNC:10830","DOID:3070"
"17688","HGNC:4236","DOID:3021"
"17689","HGNC:3537","DOID:10763"
"17690","HGNC:4910","DOID:9352"
"17691","HGNC:6140","DOID:4780"
"17692","HGNC:3535","DOID:2527"
"17693","HGNC:13830","DOID:0060041"
"17694","HGNC:31586","DOID:6000"
"17695","HGNC:801","DOID:863"
"17696","HGNC:1479","DOID:2476"
"17697","HGNC:18673","DOID:0050709"
"17698","HGNC:7574","DOID:0111596"
"17699","HGNC:5992","DOID:783"
"17700","HGNC:29168","DOID:0050778"
"17701","HGNC:23068","DOID:0080362"
"17702","HGNC:10618","DOID:224"
"17703","HGNC:3697","DOID:9256"
"17704","HGNC:2328","DOID:9970"
"17705","HGNC:1071","DOID:13374"
"17706","HGNC:9009","DOID:3021"
"17707","HGNC:16378","DOID:0110480"
"17708","HGNC:44438","DOID:1682"
"17709","HGNC:19696","DOID:3525"
"17710","HGNC:10934","DOID:809"
"17711","HGNC:3756","DOID:898"
"17712","HGNC:3446","DOID:5453"
"17713","HGNC:28065","DOID:11724"
"17714","HGNC:18040","DOID:326"
"17715","HGNC:19979","DOID:14791"
"17716","HGNC:587","DOID:850"
"17717","HGNC:3297","DOID:14330"
"17718","HGNC:8583","DOID:3770"
"17719","HGNC:11945","DOID:0050700"
"17720","HGNC:23109","DOID:1289"
"17721","HGNC:4394","DOID:0110010"
"17722","HGNC:1331","DOID:1227"
"17723","HGNC:5981","DOID:3083"
"17724","HGNC:17325","DOID:5419"
"17725","HGNC:16262","DOID:10155"
"17726","HGNC:27112","DOID:0110263"
"17727","HGNC:11547","DOID:9255"
"17728","HGNC:6294","DOID:2843"
"17729","HGNC:17539","DOID:1319"
"17730","HGNC:336","DOID:0050851"
"17731","HGNC:3416","DOID:13413"
"17732","HGNC:2919","DOID:0090021"
"17733","HGNC:6093","DOID:9352"
"17734","HGNC:16260","DOID:934"
"17735","HGNC:6677","DOID:0080208"
"17736","HGNC:2538","DOID:10754"
"17737","HGNC:6107","DOID:3891"
"17738","HGNC:2954","DOID:0110594"
"17739","HGNC:18608","DOID:0060892"
"17740","HGNC:11284","DOID:9352"
"17741","HGNC:9537","DOID:10907"
"17742","HGNC:10590","DOID:1826"
"17743","HGNC:870","DOID:2697"
"17744","HGNC:24051","DOID:10487"
"17745","HGNC:11848","DOID:850"
"17746","HGNC:3236","DOID:13976"
"17747","HGNC:4883","DOID:8466"
"17748","HGNC:11935","DOID:9744"
"17749","HGNC:18370","DOID:9256"
"17750","HGNC:6470","DOID:0060246"
"17751","HGNC:17866","DOID:3021"
"17752","HGNC:11849","DOID:10591"
"17753","HGNC:3176","DOID:2388"
"17754","HGNC:2974","DOID:2975"
"17755","HGNC:903","DOID:162"
"17756","HGNC:12805","DOID:1063"
"17757","HGNC:10436","DOID:12930"
"17758","HGNC:4083","DOID:0060041"
"17759","HGNC:4279","DOID:10763"
"17760","HGNC:12405","DOID:2316"
"17761","HGNC:7891","DOID:0080547"
"17762","HGNC:5241","DOID:0014667"
"17763","HGNC:16466","DOID:0060071"
"17764","HGNC:2158","DOID:13001"
"17765","HGNC:10618","DOID:13139"
"17766","HGNC:6018","DOID:0080998"
"17767","HGNC:11583","DOID:0050831"
"17768","HGNC:11766","DOID:3770"
"17769","HGNC:7716","DOID:0060536"
"17770","HGNC:4283","DOID:13619"
"17771","HGNC:2972","DOID:854"
"17772","HGNC:1043","DOID:11476"
"17773","HGNC:2082","DOID:535"
"17774","HGNC:4092","DOID:9351"
"17775","HGNC:10884","DOID:12377"
"17776","HGNC:9998","DOID:11206"
"17777","HGNC:7576","DOID:0110453"
"17778","HGNC:59","DOID:13317"
"17779","HGNC:23516","DOID:2476"
"17780","HGNC:8988","DOID:10652"
"17781","HGNC:7976","DOID:3827"
"17782","HGNC:16688","DOID:14330"
"17783","HGNC:21744","DOID:3068"
"17784","HGNC:2980","DOID:8456"
"17785","HGNC:6079","DOID:9074"
"17786","HGNC:11936","DOID:2316"
"17787","HGNC:6554","DOID:0050855"
"17788","HGNC:11760","DOID:5844"
"17789","HGNC:19440","DOID:0060479"
"17790","HGNC:6871","DOID:3525"
"17791","HGNC:3775","DOID:14261"
"17792","HGNC:18618","DOID:0060892"
"17793","HGNC:8617","DOID:0110948"
"17794","HGNC:3364","DOID:10763"
"17795","HGNC:11240","DOID:299"
"17796","HGNC:7158","DOID:13139"
"17797","HGNC:9360","DOID:1520"
"17798","HGNC:393","DOID:5419"
"17799","HGNC:644","DOID:10763"
"17800","HGNC:333","DOID:12930"
"17801","HGNC:904","DOID:2340"
"17802","HGNC:9967","DOID:0050771"
"17803","HGNC:1529","DOID:5844"
"17804","HGNC:4602","DOID:10533"
"17805","HGNC:4689","DOID:0111011"
