"","gene","doid"
"4675","HGNC:2367","DOID:1003"
"4676","HGNC:10801","DOID:2841"
"4677","HGNC:11822","DOID:2006"
"4678","HGNC:7873","DOID:6432"
"4679","HGNC:7873","DOID:6432"
"4680","HGNC:1515","DOID:9952"
"4681","HGNC:11255","DOID:11054"
"4682","HGNC:9599","DOID:2152"
"4683","HGNC:10637","DOID:9452"
"4684","HGNC:7941","DOID:2349"
"4685","HGNC:5992","DOID:0050848"
"4686","HGNC:6860","DOID:3908"
"4687","HGNC:6860","DOID:3908"
"4688","HGNC:4250","DOID:13608"
"4689","HGNC:8031","DOID:3310"
"4690","HGNC:11763","DOID:1612"
"4691","HGNC:11763","DOID:1612"
"4692","HGNC:3176","DOID:8947"
"4693","HGNC:10524","DOID:687"
"4694","HGNC:2475","DOID:9970"
"4695","HGNC:483","DOID:4483"
"4696","HGNC:7508","DOID:0050848"
"4697","HGNC:13633","DOID:1307"
"4698","HGNC:8979","DOID:3910"
"4699","HGNC:1527","DOID:12689"
"4700","HGNC:4893","DOID:5844"
"4701","HGNC:11110","DOID:9256"
"4702","HGNC:11110","DOID:9256"
"4703","HGNC:4893","DOID:14256"
"4704","HGNC:6192","DOID:1577"
"4705","HGNC:11571","DOID:332"
"4706","HGNC:11571","DOID:332"
"4707","HGNC:3527","DOID:0050866"
"4708","HGNC:3527","DOID:0050866"
"4709","HGNC:9606","DOID:3393"
"4710","HGNC:9896","DOID:3910"
"4711","HGNC:4057","DOID:9744"
"4712","HGNC:8863","DOID:4450"
"4713","HGNC:31542","DOID:9408"
"4714","HGNC:31586","DOID:8991"
"4715","HGNC:2771","DOID:9970"
"4716","HGNC:1228","DOID:4448"
"4717","HGNC:4893","DOID:3070"
"4718","HGNC:1037","DOID:0050127"
"4719","HGNC:14634","DOID:3070"
"4720","HGNC:3146","DOID:12930"
"4721","HGNC:7765","DOID:9119"
"4722","HGNC:14458","DOID:8552"
"4723","HGNC:16049","DOID:1936"
"4724","HGNC:6922","DOID:9563"
"4725","HGNC:49598","DOID:3069"
"4726","HGNC:6180","DOID:10652"
"4727","HGNC:5991","DOID:4195"
"4728","HGNC:5344","DOID:13141"
"4729","HGNC:6001","DOID:10652"
"4730","HGNC:7098","DOID:3082"
"4731","HGNC:7098","DOID:3082"
"4732","HGNC:11822","DOID:14004"
"4733","HGNC:465","DOID:4441"
"4734","HGNC:3212","DOID:10534"
"4735","HGNC:6011","DOID:8893"
"4736","HGNC:6192","DOID:14018"
"4737","HGNC:646","DOID:3070"
"4738","HGNC:5962","DOID:2945"
"4739","HGNC:5993","DOID:10964"
"4740","HGNC:1787","DOID:11166"
"4741","HGNC:1787","DOID:11166"
"4742","HGNC:3238","DOID:4926"
"4743","HGNC:9051","DOID:9970"
"4744","HGNC:8803","DOID:0050902"
"4745","HGNC:6192","DOID:3571"
"4746","HGNC:8823","DOID:10923"
"4747","HGNC:7849","DOID:10286"
"4748","HGNC:7545","DOID:0050523"
"4749","HGNC:11588","DOID:12858"
"4750","HGNC:1773","DOID:3908"
"4751","HGNC:7515","DOID:1793"
"4752","HGNC:7515","DOID:1793"
"4753","HGNC:18788","DOID:11168"
"4754","HGNC:2527","DOID:1612"
"4755","HGNC:76","DOID:14330"
"4756","HGNC:7173","DOID:6000"
"4757","HGNC:5962","DOID:9146"
"4758","HGNC:3146","DOID:3393"
"4759","HGNC:11187","DOID:4362"
"4760","HGNC:9588","DOID:9452"
"4761","HGNC:31586","DOID:1040"
"4762","HGNC:15633","DOID:0050127"
"4763","HGNC:15633","DOID:0050127"
"4764","HGNC:9253","DOID:1474"
"4765","HGNC:1709","DOID:2945"
"4766","HGNC:5986","DOID:3908"
"4767","HGNC:11920","DOID:12236"
"4768","HGNC:914","DOID:640"
"4769","HGNC:5141","DOID:9970"
"4770","HGNC:11138","DOID:8692"
"4771","HGNC:3374","DOID:8893"
"4772","HGNC:5962","DOID:1380"
"4773","HGNC:11936","DOID:0050908"
"4774","HGNC:11936","DOID:0050908"
"4775","HGNC:16028","DOID:0060180"
"4776","HGNC:904","DOID:684"
"4777","HGNC:5383","DOID:684"
"4778","HGNC:3433","DOID:3748"
"4779","HGNC:13633","DOID:1580"
"4780","HGNC:15532","DOID:418"
"4781","HGNC:15532","DOID:418"
"4782","HGNC:9604","DOID:0050904"
"4783","HGNC:10637","DOID:684"
"4784","HGNC:10637","DOID:684"
"4785","HGNC:31542","DOID:0060643"
"4786","HGNC:259","DOID:10763"
"4787","HGNC:7515","DOID:1686"
"4788","HGNC:10848","DOID:13608"
"4789","HGNC:31586","DOID:2568"
"4790","HGNC:2731","DOID:3907"
"4791","HGNC:2731","DOID:3907"
"4792","HGNC:11648","DOID:715"
"4793","HGNC:6000","DOID:3904"
"4794","HGNC:7160","DOID:2349"
"4795","HGNC:7160","DOID:2349"
"4796","HGNC:16877","DOID:9970"
"4797","HGNC:11848","DOID:0060322"
"4798","HGNC:8824","DOID:13514"
"4799","HGNC:705","DOID:3008"
"4800","HGNC:3544","DOID:0080941"
"4801","HGNC:10785","DOID:3312"
"4802","HGNC:1071","DOID:0111535"
"4803","HGNC:6250","DOID:684"
"4804","HGNC:7455","DOID:14330"
"4805","HGNC:14064","DOID:4947"
"4806","HGNC:784","DOID:11870"
"4807","HGNC:4632","DOID:3121"
"4808","HGNC:3218","DOID:0060745"
"4809","HGNC:1037","DOID:1612"
"4810","HGNC:13633","DOID:10652"
"4811","HGNC:13633","DOID:10652"
"4812","HGNC:3435","DOID:10652"
"4813","HGNC:7155","DOID:0080933"
"4814","HGNC:5154","DOID:6432"
"4815","HGNC:4617","DOID:2871"
"4816","HGNC:2095","DOID:8691"
"4817","HGNC:6720","DOID:65"
"4818","HGNC:600","DOID:11512"
"4819","HGNC:3546","DOID:0060574"
"4820","HGNC:6005","DOID:321"
"4821","HGNC:5992","DOID:6432"
"4822","HGNC:5992","DOID:6432"
"4823","HGNC:10619","DOID:3178"
"4824","HGNC:11760","DOID:1240"
"4825","HGNC:11760","DOID:1240"
"4826","HGNC:3380","DOID:3565"
"4827","HGNC:2928","DOID:11723"
"4828","HGNC:10606","DOID:905"
"4829","HGNC:7133","DOID:3748"
"4830","HGNC:792","DOID:9256"
"4831","HGNC:6014","DOID:12306"
"4832","HGNC:7513","DOID:4947"
"4833","HGNC:7160","DOID:14323"
"4834","HGNC:391","DOID:3069"
"4835","HGNC:2874","DOID:9675"
"4836","HGNC:2514","DOID:687"
"4837","HGNC:3236","DOID:3459"
"4838","HGNC:3765","DOID:9119"
"4839","HGNC:7176","DOID:898"
"4840","HGNC:7176","DOID:0002116"
"4841","HGNC:23151","DOID:9119"
"4842","HGNC:11179","DOID:10763"
"4843","HGNC:6207","DOID:3008"
"4844","HGNC:2434","DOID:0080600"
"4845","HGNC:5472","DOID:4959"
"4846","HGNC:8912","DOID:2671"
"4847","HGNC:10936","DOID:12858"
"4848","HGNC:10848","DOID:10976"
"4849","HGNC:8125","DOID:1612"
"4850","HGNC:483","DOID:3526"
"4851","HGNC:651","DOID:8634"
"4852","HGNC:17098","DOID:10534"
"4853","HGNC:333","DOID:1580"
"4854","HGNC:11730","DOID:1967"
"4855","HGNC:11163","DOID:9261"
"4856","HGNC:4852","DOID:986"
"4857","HGNC:6029","DOID:2841"
"4858","HGNC:4485","DOID:14320"
"4859","HGNC:2432","DOID:9120"
"4860","HGNC:1606","DOID:2841"
"4861","HGNC:6307","DOID:1612"
"4862","HGNC:32073","DOID:2394"
"4863","HGNC:6011","DOID:1793"
"4864","HGNC:10623","DOID:2841"
"4865","HGNC:10623","DOID:2841"
"4866","HGNC:11935","DOID:5844"
"4867","HGNC:9204","DOID:13241"
"4868","HGNC:7797","DOID:1184"
"4869","HGNC:16830","DOID:4033"
"4870","HGNC:16921","DOID:10283"
"4871","HGNC:11179","DOID:11713"
"4872","HGNC:2514","DOID:10652"
"4873","HGNC:7107","DOID:8719"
"4874","HGNC:3676","DOID:5041"
"4875","HGNC:1787","DOID:11054"
"4876","HGNC:4187","DOID:2841"
"4877","HGNC:601","DOID:9970"
"4878","HGNC:914","DOID:576"
"4879","HGNC:11730","DOID:6432"
"4880","HGNC:5973","DOID:12306"
"4881","HGNC:3688","DOID:12689"
"4882","HGNC:18854","DOID:8634"
"4883","HGNC:15633","DOID:12236"
"4884","HGNC:20389","DOID:783"
"4885","HGNC:2561","DOID:0060284"
"4886","HGNC:5981","DOID:3083"
"4887","HGNC:4187","DOID:0050784"
"4888","HGNC:21747","DOID:10762"
"4889","HGNC:7508","DOID:3082"
"4890","HGNC:7508","DOID:3082"
"4891","HGNC:7508","DOID:3082"
"4892","HGNC:11141","DOID:1793"
"4893","HGNC:1604","DOID:2841"
"4894","HGNC:850","DOID:10652"
"4895","HGNC:1504","DOID:2945"
"4896","HGNC:20389","DOID:11714"
"4897","HGNC:6845","DOID:10283"
"4898","HGNC:5992","DOID:824"
"4899","HGNC:5992","DOID:824"
"4900","HGNC:6002","DOID:7148"
"4901","HGNC:16028","DOID:13189"
"4902","HGNC:9052","DOID:4450"
"4903","HGNC:6493","DOID:3907"
"4904","HGNC:5973","DOID:4001"
"4905","HGNC:10998","DOID:9970"
"4906","HGNC:9040","DOID:2377"
"4907","HGNC:7515","DOID:10140"
"4908","HGNC:4641","DOID:2355"
"4909","HGNC:23200","DOID:8398"
"4910","HGNC:6205","DOID:3748"
"4911","HGNC:6205","DOID:3748"
"4912","HGNC:5118","DOID:3008"
"4913","HGNC:5466","DOID:0080552"
"4914","HGNC:1455","DOID:9119"
"4915","HGNC:11730","DOID:1884"
"4916","HGNC:11820","DOID:10591"
"4917","HGNC:5990","DOID:2841"
"4918","HGNC:2903","DOID:10652"
"4919","HGNC:983","DOID:10652"
"4920","HGNC:5466","DOID:0050589"
"4921","HGNC:3176","DOID:13641"
"4922","HGNC:2514","DOID:11054"
"4923","HGNC:9546","DOID:0080199"
"4924","HGNC:6953","DOID:9538"
"4925","HGNC:4494","DOID:12217"
"4926","HGNC:1911","DOID:3070"
"4927","HGNC:9958","DOID:1596"
"4928","HGNC:6207","DOID:0080365"
"4929","HGNC:10637","DOID:9675"
"4930","HGNC:6019","DOID:13141"
"4931","HGNC:19680","DOID:898"
"4932","HGNC:10637","DOID:841"
"4933","HGNC:4114","DOID:9970"
"4934","HGNC:11850","DOID:13241"
"4935","HGNC:11850","DOID:13241"
"4936","HGNC:2300","DOID:2228"
"4937","HGNC:11773","DOID:3587"
"4938","HGNC:3529","DOID:3490"
"4939","HGNC:9253","DOID:12506"
"4940","HGNC:31542","DOID:5082"
"4941","HGNC:7166","DOID:10591"
"4942","HGNC:10637","DOID:418"
"4943","HGNC:10637","DOID:418"
"4944","HGNC:8824","DOID:3908"
"4945","HGNC:10830","DOID:3070"
"4946","HGNC:22393","DOID:1474"
"4947","HGNC:31624","DOID:2957"
"4948","HGNC:6205","DOID:0050861"
"4949","HGNC:6192","DOID:9261"
"4950","HGNC:5986","DOID:12351"
"4951","HGNC:1959","DOID:3907"
"4952","HGNC:5344","DOID:8472"
"4953","HGNC:5344","DOID:8481"
"4954","HGNC:1606","DOID:1210"
"4955","HGNC:1582","DOID:9119"
"4956","HGNC:9955","DOID:11054"
"4957","HGNC:3541","DOID:11394"
"4958","HGNC:11179","DOID:83"
"4959","HGNC:4948","DOID:14115"
"4960","HGNC:4635","DOID:10652"
"4961","HGNC:6886","DOID:10652"
"4962","HGNC:7553","DOID:4450"
"4963","HGNC:29789","DOID:4866"
"4964","HGNC:2438","DOID:874"
"4965","HGNC:11919","DOID:8577"
"4966","HGNC:6361","DOID:4001"
"4967","HGNC:7098","DOID:13406"
"4968","HGNC:4510","DOID:1612"
"4969","HGNC:19382","DOID:3008"
"4970","HGNC:10637","DOID:0080547"
"4971","HGNC:6015","DOID:2841"
"4972","HGNC:5464","DOID:0080539"
"4973","HGNC:9065","DOID:0050424"
"4974","HGNC:6847","DOID:8634"
"4975","HGNC:3570","DOID:10283"
"4976","HGNC:11344","DOID:0060074"
"4977","HGNC:1631","DOID:8476"
"4978","HGNC:1504","DOID:9352"
"4979","HGNC:2367","DOID:0060322"
"4980","HGNC:3535","DOID:9352"
"4981","HGNC:3535","DOID:9352"
"4982","HGNC:6871","DOID:2871"
"4983","HGNC:6871","DOID:2871"
"4984","HGNC:4638","DOID:8893"
"4985","HGNC:3349","DOID:8947"
"4986","HGNC:1511","DOID:1612"
"4987","HGNC:4893","DOID:4947"
"4988","HGNC:5173","DOID:10652"
"4989","HGNC:13919","DOID:9253"
"4990","HGNC:1043","DOID:9409"
"4991","HGNC:1131","DOID:1612"
"4992","HGNC:6029","DOID:1485"
"4993","HGNC:11653","DOID:2917"
"4994","HGNC:7576","DOID:6000"
"4995","HGNC:6848","DOID:1612"
"4996","HGNC:7873","DOID:9970"
"4997","HGNC:15478","DOID:2841"
"4998","HGNC:3678","DOID:1936"
"4999","HGNC:438","DOID:13809"
"5000","HGNC:7515","DOID:4947"
"5001","HGNC:7515","DOID:4947"
"5002","HGNC:15467","DOID:684"
"5003","HGNC:9040","DOID:783"
"5004","HGNC:1748","DOID:11054"
"5005","HGNC:5977","DOID:11394"
"5006","HGNC:11760","DOID:9351"
"5007","HGNC:9393","DOID:0060074"
"5008","HGNC:7514","DOID:4947"
"5009","HGNC:5977","DOID:9744"
"5010","HGNC:4708","DOID:3083"
"5011","HGNC:10802","DOID:3082"
"5012","HGNC:11849","DOID:13241"
"5013","HGNC:11366","DOID:0060074"
"5014","HGNC:11366","DOID:0060074"
"5015","HGNC:11920","DOID:3459"
"5016","HGNC:4038","DOID:3459"
"5017","HGNC:4801","DOID:10652"
"5018","HGNC:11784","DOID:783"
"5019","HGNC:31603","DOID:3908"
"5020","HGNC:435","DOID:3770"
"5021","HGNC:6871","DOID:4074"
"5022","HGNC:15633","DOID:684"
"5023","HGNC:14929","DOID:4448"
"5024","HGNC:4232","DOID:12894"
"5025","HGNC:10619","DOID:11729"
"5026","HGNC:13176","DOID:3910"
"5027","HGNC:2367","DOID:2957"
"5028","HGNC:2367","DOID:2957"
"5029","HGNC:1242","DOID:10652"
"5030","HGNC:3177","DOID:10763"
"5031","HGNC:6029","DOID:11394"
"5032","HGNC:1778","DOID:10652"
"5033","HGNC:9546","DOID:12858"
"5034","HGNC:31533","DOID:9408"
"5035","HGNC:10634","DOID:934"
"5036","HGNC:13633","DOID:2377"
"5037","HGNC:6866","DOID:10534"
"5038","HGNC:9298","DOID:5419"
"5039","HGNC:8590","DOID:2154"
"5040","HGNC:11727","DOID:2671"
"5041","HGNC:543","DOID:0080379"
"5042","HGNC:7325","DOID:10283"
"5043","HGNC:7406","DOID:2468"
"5044","HGNC:5275","DOID:1612"
"5045","HGNC:600","DOID:5082"
"5046","HGNC:28904","DOID:1612"
"5047","HGNC:10798","DOID:11394"
"5048","HGNC:10798","DOID:11394"
"5049","HGNC:6207","DOID:4450"
"5050","HGNC:9053","DOID:10591"
"5051","HGNC:10803","DOID:3083"
"5052","HGNC:5986","DOID:8893"
"5053","HGNC:5986","DOID:8893"
"5054","HGNC:6000","DOID:633"
"5055","HGNC:10610","DOID:2841"
"5056","HGNC:10610","DOID:2841"
"5057","HGNC:6016","DOID:1040"
"5058","HGNC:4982","DOID:10286"
"5059","HGNC:603","DOID:9970"
"5060","HGNC:587","DOID:4362"
"5061","HGNC:74","DOID:8761"
"5062","HGNC:4552","DOID:0080208"
"5063","HGNC:4552","DOID:0080208"
"5064","HGNC:6307","DOID:3192"
"5065","HGNC:10625","DOID:3393"
"5066","HGNC:10887","DOID:3192"
"5067","HGNC:6016","DOID:9362"
"5068","HGNC:5464","DOID:10763"
"5069","HGNC:10782","DOID:0050908"
"5070","HGNC:9113","DOID:9538"
"5071","HGNC:7432","DOID:14250"
"5072","HGNC:11180","DOID:12236"
"5073","HGNC:5471","DOID:9970"
"5074","HGNC:7029","DOID:0050866"
"5075","HGNC:7850","DOID:2394"
"5076","HGNC:1455","DOID:219"
"5077","HGNC:4910","DOID:2394"
"5078","HGNC:11820","DOID:14250"
"5079","HGNC:1516","DOID:6000"
"5080","HGNC:20389","DOID:4676"
"5081","HGNC:6005","DOID:2048"
"5082","HGNC:19048","DOID:3070"
"5083","HGNC:5344","DOID:2841"
"5084","HGNC:8125","DOID:5520"
"5085","HGNC:11784","DOID:0050156"
"5086","HGNC:8863","DOID:684"
"5087","HGNC:1071","DOID:4450"
"5088","HGNC:1604","DOID:9970"
"5089","HGNC:5973","DOID:11204"
"5090","HGNC:593","DOID:10283"
"5091","HGNC:1583","DOID:2154"
"5092","HGNC:3238","DOID:13406"
"5093","HGNC:10788","DOID:1324"
"5094","HGNC:6770","DOID:2671"
"5095","HGNC:602","DOID:2378"
"5096","HGNC:9360","DOID:9074"
"5097","HGNC:8948","DOID:8947"
"5098","HGNC:6720","DOID:0050589"
"5099","HGNC:8630","DOID:2394"
"5100","HGNC:7940","DOID:5082"
"5101","HGNC:7940","DOID:5082"
"5102","HGNC:7516","DOID:3083"
"5103","HGNC:1631","DOID:2280"
"5104","HGNC:9336","DOID:1909"
"5105","HGNC:9336","DOID:1909"
"5106","HGNC:5973","DOID:3770"
"5107","HGNC:399","DOID:1793"
"5108","HGNC:399","DOID:1793"
"5109","HGNC:1557","DOID:3910"
"5110","HGNC:2888","DOID:5419"
"5111","HGNC:706","DOID:9351"
"5112","HGNC:7739","DOID:11949"
"5113","HGNC:7739","DOID:11949"
"5114","HGNC:7739","DOID:11949"
"5115","HGNC:7739","DOID:11949"
"5116","HGNC:11104","DOID:684"
"5117","HGNC:1653","DOID:1273"
"5118","HGNC:8583","DOID:3192"
"5119","HGNC:30092","DOID:3407"
"5120","HGNC:7161","DOID:2671"
"5121","HGNC:914","DOID:0060704"
"5122","HGNC:6018","DOID:0050848"
"5123","HGNC:7850","DOID:2349"
"5124","HGNC:9604","DOID:1686"
"5125","HGNC:259","DOID:10824"
"5126","HGNC:543","DOID:14330"
"5127","HGNC:9886","DOID:10283"
"5128","HGNC:7808","DOID:3310"
"5129","HGNC:2593","DOID:11612"
"5130","HGNC:3763","DOID:2154"
"5131","HGNC:1603","DOID:332"
"5132","HGNC:3373","DOID:10283"
"5133","HGNC:2095","DOID:13378"
"5134","HGNC:3374","DOID:7148"
"5135","HGNC:5969","DOID:1883"
"5136","HGNC:285","DOID:1485"
"5137","HGNC:6768","DOID:4001"
"5138","HGNC:9954","DOID:1612"
"5139","HGNC:4638","DOID:9538"
"5140","HGNC:9605","DOID:418"
"5141","HGNC:2527","DOID:12842"
"5142","HGNC:10618","DOID:11339"
"5143","HGNC:2367","DOID:13801"
"5144","HGNC:1602","DOID:10652"
"5145","HGNC:7176","DOID:13515"
"5146","HGNC:3685","DOID:3744"
"5147","HGNC:17609","DOID:3908"
"5148","HGNC:2394","DOID:83"
"5149","HGNC:7515","DOID:3030"
"5150","HGNC:7515","DOID:3030"
"5151","HGNC:7515","DOID:3030"
"5152","HGNC:1037","DOID:10923"
"5153","HGNC:11138","DOID:14330"
"5154","HGNC:11138","DOID:14330"
"5155","HGNC:1606","DOID:526"
"5156","HGNC:9585","DOID:4195"
"5157","HGNC:14348","DOID:1380"
"5158","HGNC:6192","DOID:3748"
"5159","HGNC:9588","DOID:684"
"5160","HGNC:9588","DOID:684"
"5161","HGNC:9588","DOID:684"
"5162","HGNC:4540","DOID:9675"
"5163","HGNC:2367","DOID:6088"
"5164","HGNC:4893","DOID:0060224"
"5165","HGNC:10721","DOID:0112313"
"5166","HGNC:8583","DOID:0050848"
"5167","HGNC:1034","DOID:646"
"5168","HGNC:17257","DOID:2394"
"5169","HGNC:18420","DOID:10534"
"5170","HGNC:31601","DOID:4928"
"5171","HGNC:31542","DOID:0050424"
"5172","HGNC:9236","DOID:3587"
"5173","HGNC:10801","DOID:850"
"5174","HGNC:10801","DOID:850"
"5175","HGNC:10801","DOID:850"
"5176","HGNC:6015","DOID:1793"
"5177","HGNC:1455","DOID:3908"
"5178","HGNC:1455","DOID:3908"
"5179","HGNC:11110","DOID:4914"
"5180","HGNC:7029","DOID:2394"
"5181","HGNC:10632","DOID:9452"
"5182","HGNC:2367","DOID:1936"
"5183","HGNC:11935","DOID:3407"
"5184","HGNC:11935","DOID:3407"
"5185","HGNC:19048","DOID:684"
"5186","HGNC:7809","DOID:12217"
"5187","HGNC:1331","DOID:1485"
"5188","HGNC:399","DOID:114"
"5189","HGNC:4272","DOID:12858"
"5190","HGNC:2631","DOID:10320"
"5191","HGNC:3431","DOID:9261"
"5192","HGNC:1499","DOID:11132"
"5193","HGNC:5992","DOID:784"
"5194","HGNC:11823","DOID:0060074"
"5195","HGNC:7175","DOID:8398"
"5196","HGNC:6839","DOID:12858"
"5197","HGNC:10780","DOID:3908"
"5198","HGNC:10780","DOID:3908"
"5199","HGNC:13633","DOID:0050589"
"5200","HGNC:31592","DOID:3070"
"5201","HGNC:6204","DOID:2871"
"5202","HGNC:4942","DOID:676"
"5203","HGNC:8729","DOID:2154"
"5204","HGNC:3527","DOID:11054"
"5205","HGNC:5992","DOID:4483"
"5206","HGNC:7160","DOID:2671"
"5207","HGNC:15632","DOID:1273"
"5208","HGNC:2900","DOID:8991"
"5209","HGNC:10632","DOID:3008"
"5210","HGNC:1602","DOID:9246"
"5211","HGNC:914","DOID:83"
"5212","HGNC:3763","DOID:3083"
"5213","HGNC:11246","DOID:13608"
"5214","HGNC:7532","DOID:11166"
"5215","HGNC:1709","DOID:2893"
"5216","HGNC:6553","DOID:0050848"
"5217","HGNC:4313","DOID:10534"
"5218","HGNC:6307","DOID:8577"
"5219","HGNC:8583","DOID:0111046"
"5220","HGNC:2956","DOID:12236"
"5221","HGNC:6207","DOID:1380"
"5222","HGNC:11784","DOID:13809"
"5223","HGNC:11820","DOID:2006"
"5224","HGNC:320","DOID:9970"
"5225","HGNC:438","DOID:2349"
"5226","HGNC:2154","DOID:3459"
"5227","HGNC:24241","DOID:4001"
"5228","HGNC:6025","DOID:1852"
"5229","HGNC:7553","DOID:4467"
"5230","HGNC:2197","DOID:2377"
"5231","HGNC:8032","DOID:3312"
"5232","HGNC:18274","DOID:0050848"
"5233","HGNC:10848","DOID:2986"
"5234","HGNC:5973","DOID:552"
"5235","HGNC:943","DOID:9256"
"5236","HGNC:7553","DOID:11054"
"5237","HGNC:11364","DOID:3049"
"5238","HGNC:7808","DOID:13406"
"5239","HGNC:7808","DOID:13406"
"5240","HGNC:319","DOID:7148"
"5241","HGNC:2631","DOID:9744"
"5242","HGNC:11920","DOID:9119"
"5243","HGNC:7508","DOID:2799"
"5244","HGNC:435","DOID:10459"
"5245","HGNC:17288","DOID:9352"
"5246","HGNC:3467","DOID:6432"
"5247","HGNC:11621","DOID:9256"
"5248","HGNC:3796","DOID:0050861"
"5249","HGNC:14621","DOID:684"
"5250","HGNC:14621","DOID:684"
"5251","HGNC:10848","DOID:3328"
"5252","HGNC:1592","DOID:4001"
"5253","HGNC:1514","DOID:12466"
"5254","HGNC:6307","DOID:13812"
"5255","HGNC:9611","DOID:0080365"
"5256","HGNC:3072","DOID:1612"
"5257","HGNC:31542","DOID:14115"
"5258","HGNC:11821","DOID:11054"
"5259","HGNC:11821","DOID:11054"
"5260","HGNC:3763","DOID:8634"
"5261","HGNC:24190","DOID:0050866"
"5262","HGNC:1582","DOID:6827"
"5263","HGNC:3176","DOID:9719"
"5264","HGNC:7175","DOID:2871"
"5265","HGNC:16783","DOID:0050866"
"5266","HGNC:6119","DOID:12930"
"5267","HGNC:10803","DOID:552"
"5268","HGNC:3430","DOID:0060074"
"5269","HGNC:3430","DOID:0060074"
"5270","HGNC:10911","DOID:3525"
"5271","HGNC:11820","DOID:14004"
"5272","HGNC:13633","DOID:9452"
"5273","HGNC:13633","DOID:9452"
"5274","HGNC:1681","DOID:9597"
"5275","HGNC:465","DOID:1967"
"5276","HGNC:1726","DOID:11054"
"5277","HGNC:1700","DOID:3213"
"5278","HGNC:9051","DOID:9352"
"5279","HGNC:11935","DOID:9074"
"5280","HGNC:4713","DOID:3908"
"5281","HGNC:31577","DOID:684"
"5282","HGNC:1383","DOID:2671"
"5283","HGNC:8729","DOID:127"
"5284","HGNC:7176","DOID:10223"
"5285","HGNC:11179","DOID:13544"
"5286","HGNC:31577","DOID:0050866"
"5287","HGNC:1043","DOID:11476"
"5288","HGNC:5464","DOID:2987"
"5289","HGNC:395","DOID:5082"
"5290","HGNC:6307","DOID:2349"
"5291","HGNC:10964","DOID:3910"
"5292","HGNC:11005","DOID:9351"
"5293","HGNC:2505","DOID:3310"
"5294","HGNC:5013","DOID:10322"
"5295","HGNC:6307","DOID:0050904"
"5296","HGNC:19157","DOID:11123"
"5297","HGNC:14240","DOID:9675"
"5298","HGNC:1932","DOID:1380"
"5299","HGNC:11244","DOID:289"
"5300","HGNC:6192","DOID:10534"
"5301","HGNC:6192","DOID:10534"
"5302","HGNC:6192","DOID:10534"
"5303","HGNC:8590","DOID:4001"
"5304","HGNC:7873","DOID:4947"
"5305","HGNC:4642","DOID:10595"
"5306","HGNC:8823","DOID:8692"
"5307","HGNC:11936","DOID:0050625"
"5308","HGNC:11936","DOID:0050625"
"5309","HGNC:3616","DOID:12177"
"5310","HGNC:3113","DOID:3910"
"5311","HGNC:31577","DOID:552"
"5312","HGNC:2475","DOID:9352"
"5313","HGNC:1785","DOID:8991"
"5314","HGNC:2505","DOID:12365"
"5315","HGNC:4544","DOID:14330"
"5316","HGNC:2976","DOID:7148"
"5317","HGNC:886","DOID:5409"
"5318","HGNC:19157","DOID:321"
"5319","HGNC:7553","DOID:9952"
"5320","HGNC:3542","DOID:10762"
"5321","HGNC:1784","DOID:8577"
"5322","HGNC:11517","DOID:2841"
"5323","HGNC:6342","DOID:6171"
"5324","HGNC:2979","DOID:9744"
"5325","HGNC:7773","DOID:684"
"5326","HGNC:7773","DOID:684"
"5327","HGNC:8799","DOID:2526"
"5328","HGNC:11114","DOID:1612"
"5329","HGNC:7176","DOID:14261"
"5330","HGNC:31603","DOID:9206"
"5331","HGNC:3467","DOID:10283"
"5332","HGNC:1678","DOID:2945"
"5333","HGNC:983","DOID:12858"
"5334","HGNC:1366","DOID:10772"
"5335","HGNC:11820","DOID:1485"
"5336","HGNC:7516","DOID:3587"
"5337","HGNC:10452","DOID:11054"
"5338","HGNC:7765","DOID:219"
"5339","HGNC:5044","DOID:9256"
"5340","HGNC:10610","DOID:10533"
"5341","HGNC:186","DOID:10457"
"5342","HGNC:10471","DOID:1380"
"5343","HGNC:9053","DOID:14566"
"5344","HGNC:5992","DOID:4481"
"5345","HGNC:4883","DOID:670"
"5346","HGNC:9315","DOID:5419"
"5347","HGNC:602","DOID:5327"
"5348","HGNC:7160","DOID:12930"
"5349","HGNC:7217","DOID:2224"
"5350","HGNC:5438","DOID:10003"
"5351","HGNC:7165","DOID:2378"
"5352","HGNC:4893","DOID:10223"
"5353","HGNC:1130","DOID:9119"
"5354","HGNC:8583","DOID:13207"
"5355","HGNC:550","DOID:6000"
"5356","HGNC:3432","DOID:0060074"
"5357","HGNC:429","DOID:8577"
"5358","HGNC:2228","DOID:2394"
"5359","HGNC:7176","DOID:0050697"
"5360","HGNC:7508","DOID:114"
"5361","HGNC:9611","DOID:2893"
"5362","HGNC:8975","DOID:10534"
"5363","HGNC:8975","DOID:10534"
"5364","HGNC:545","DOID:4159"
"5365","HGNC:11285","DOID:3459"
"5366","HGNC:11588","DOID:10652"
"5367","HGNC:2979","DOID:8923"
"5368","HGNC:11795","DOID:5160"
"5369","HGNC:2973","DOID:3770"
"5370","HGNC:870","DOID:3459"
"5371","HGNC:4439","DOID:11713"
"5372","HGNC:7176","DOID:8553"
"5373","HGNC:3541","DOID:0070004"
"5374","HGNC:17591","DOID:3310"
"5375","HGNC:6923","DOID:5419"
"5376","HGNC:10618","DOID:2945"
